name,price,category,product_url,image_url,attributes,tags,embedding_input
Kahverengi Pantolon,1799.99,Pantolons,https://www.mavi.com/kahverengi-pantolon/p/1011198-87537,/arranged_images/0011-1011198-87537.jpg,"{""product_type"": ""clothing"", ""item_subtype"": ""trousers"", ""gender"": ""women"", ""temp_range"": ""warm"", ""wind_resistance"": false, ""waterproof"": false, ""formality"": ""casual"", ""occasion"": [""everyday"", ""outdoor""], ""activity"": [""walking"", ""casual""], ""style"": ""minimalist"", ""fit"": ""regular"", ""season"": [""spring"", ""summer""], ""material_feel"": ""lightweight"", ""layering"": ""base"", ""color_family"": ""earth"", ""pattern"": ""solid"", ""closure"": ""pull_on"", ""size_range"": ""xs_xl"", ""age_group"": ""adult"", ""breathability"": ""high""}","{adult,base,casual,clothing,earth,everyday,high,lightweight,minimalist,outdoor,pull_on,regular,solid,spring,summer,trousers,walking,warm,women,xs_xl}",Kahverengi Pantolon Pantolons casual minimalist warm lightweight regular trousers everyday outdoor walking casual spring summer
Bağcık Detaylı Bej Pantolon,1599.99,Pantolons,https://www.mavi.com/bagcik-detayli-bej-pantolon/p/1011203-35043,/arranged_images/0012-1011203-35043.jpg,"{""product_type"": ""clothing"", ""item_subtype"": ""trousers"", ""gender"": ""women"", ""temp_range"": ""warm"", ""wind_resistance"": false, ""waterproof"": false, ""formality"": ""casual"", ""occasion"": [""everyday"", ""outdoor""], ""activity"": [""walking"", ""casual""], ""style"": ""minimalist"", ""fit"": ""regular"", ""season"": [""spring"", ""summer""], ""material_feel"": ""lightweight"", ""layering"": ""base"", ""color_family"": ""neutral"", ""pattern"": ""solid"", ""closure"": ""pull_on"", ""size_range"": ""xs_xl"", ""age_group"": ""adult"", ""breathability"": ""high""}","{adult,base,casual,clothing,everyday,high,lightweight,minimalist,neutral,outdoor,pull_on,regular,solid,spring,summer,trousers,walking,warm,women,xs_xl}",Bağcık Detaylı Bej Pantolon Pantolons casual minimalist warm lightweight regular trousers everyday outdoor walking casual spring summer
Bej Pilili Pantolon,1599.99,Pantolons,https://www.mavi.com/bej-pilili-pantolon/p/1011147-70215,/arranged_images/0013-1011147-70215.jpg,"{""product_type"": ""clothing"", ""item_subtype"": ""trousers"", ""gender"": ""women"", ""temp_range"": ""warm"", ""wind_resistance"": false, ""waterproof"": false, ""formality"": ""casual"", ""occasion"": [""everyday"", ""vacation""], ""activity"": [""walking"", ""beach"", ""casual""], ""style"": ""bohemian"", ""fit"": ""regular"", ""season"": [""spring"", ""summer""], ""material_feel"": ""lightweight"", ""layering"": ""base"", ""color_family"": ""dark"", ""pattern"": ""solid"", ""closure"": ""zip"", ""size_range"": ""xs_xl"", ""age_group"": ""adult"", ""breathability"": ""high""}","{adult,base,beach,bohemian,casual,clothing,dark,everyday,high,lightweight,regular,solid,spring,summer,trousers,vacation,walking,warm,women,xs_xl,zip}",Bej Pilili Pantolon Pantolons casual bohemian warm lightweight regular trousers everyday vacation walking beach casual spring summer
Antrasit Geniş Paça Pantolon,2299.99,Pantolons,https://www.mavi.com/antrasit-genis-paca-pantolon/p/1011200-70087,/arranged_images/0014-1011200-70087.jpg,"{""product_type"": ""clothing"", ""item_subtype"": ""trousers"", ""gender"": ""women"", ""temp_range"": ""warm"", ""wind_resistance"": false, ""waterproof"": false, ""formality"": ""casual"", ""occasion"": [""everyday"", ""vacation""], ""activity"": [""walking"", ""beach"", ""casual""], ""style"": ""bohemian"", ""fit"": ""regular"", ""season"": [""spring"", ""summer""], ""material_feel"": ""lightweight"", ""layering"": ""base"", ""color_family"": ""dark"", ""pattern"": ""solid"", ""closure"": ""zip"", ""size_range"": ""xs_xl"", ""age_group"": ""adult"", ""breathability"": ""high""}","{adult,base,beach,bohemian,casual,clothing,dark,everyday,high,lightweight,regular,solid,spring,summer,trousers,vacation,walking,warm,women,xs_xl,zip}",Antrasit Geniş Paça Pantolon Pantolons casual bohemian warm lightweight regular trousers everyday vacation walking beach casual spring summer
Keten Karışımlı Kahverengi Pantolon,1999.99,Pantolons,https://www.mavi.com/keten-karisimli-kahverengi-pantolon/p/1011197-70331,/arranged_images/0015-1011197-70331.jpg,"{""product_type"": ""clothing"", ""item_subtype"": ""trousers"", ""gender"": ""women"", ""temp_range"": ""mild"", ""wind_resistance"": false, ""waterproof"": false, ""formality"": ""casual"", ""occasion"": [""everyday"", ""outdoor""], ""activity"": [""walking"", ""casual""], ""style"": ""minimalist"", ""fit"": ""regular"", ""season"": [""autumn"", ""spring""], ""material_feel"": ""medium"", ""layering"": ""base"", ""color_family"": ""dark"", ""pattern"": ""striped"", ""closure"": ""pull_on"", ""size_range"": ""xs_xl"", ""age_group"": ""adult"", ""breathability"": ""medium""}","{adult,autumn,base,casual,clothing,dark,everyday,medium,mild,minimalist,outdoor,pull_on,regular,spring,striped,trousers,walking,women,xs_xl}",Keten Karışımlı Kahverengi Pantolon Pantolons casual minimalist mild medium regular trousers everyday outdoor walking casual autumn spring
Ekru Pantolon,2499.99,Pantolons,https://www.mavi.com/ekru-pantolon/p/1011191-70060,/arranged_images/0016-1011191-70060.jpg,"{""product_type"": ""clothing"", ""item_subtype"": ""trousers"", ""gender"": ""women"", ""temp_range"": ""warm"", ""wind_resistance"": false, ""waterproof"": false, ""formality"": ""casual"", ""occasion"": [""everyday"", ""vacation""], ""activity"": [""walking"", ""beach"", ""casual""], ""style"": ""bohemian"", ""fit"": ""relaxed"", ""season"": [""summer"", ""spring""], ""material_feel"": ""lightweight"", ""layering"": ""base"", ""color_family"": ""dark"", ""pattern"": ""print"", ""closure"": ""pull_on"", ""size_range"": ""xs_xl"", ""age_group"": ""adult"", ""breathability"": ""high""}","{adult,base,beach,bohemian,casual,clothing,dark,everyday,high,lightweight,print,pull_on,relaxed,spring,summer,trousers,vacation,walking,warm,women,xs_xl}",Ekru Pantolon Pantolons casual bohemian warm lightweight relaxed trousers everyday vacation walking beach casual summer spring
Mavi Geniş Paça Pantolon,1999.99,Pantolons,https://www.mavi.com/mavi-genis-paca-pantolon/p/1011187-70756,/arranged_images/0017-1011187-70756.jpg,"{""product_type"": ""clothing"", ""item_subtype"": ""trousers"", ""gender"": ""women"", ""temp_range"": ""mild"", ""wind_resistance"": false, ""waterproof"": false, ""formality"": ""smart_casual"", ""occasion"": [""everyday"", ""work""], ""activity"": [""walking"", ""office"", ""casual""], ""style"": ""classic"", ""fit"": ""relaxed"", ""season"": [""spring"", ""autumn""], ""material_feel"": ""medium"", ""layering"": ""base"", ""color_family"": ""neutral"", ""pattern"": ""solid"", ""closure"": ""zip"", ""size_range"": ""xs_xl"", ""age_group"": ""adult"", ""breathability"": ""medium""}","{adult,autumn,base,casual,classic,clothing,everyday,medium,mild,neutral,office,relaxed,smart_casual,solid,spring,trousers,walking,women,work,xs_xl,zip}",Mavi Geniş Paça Pantolon Pantolons smart_casual classic mild medium relaxed trousers everyday work walking office casual spring autumn
Ekru Pantolon,2299.99,Pantolons,https://www.mavi.com/ekru-pantolon/p/1011224-70048,/arranged_images/0018-1011224-70048.jpg,"{""product_type"": ""clothing"", ""item_subtype"": ""trousers"", ""gender"": ""women"", ""temp_range"": ""warm"", ""wind_resistance"": false, ""waterproof"": false, ""formality"": ""casual"", ""occasion"": [""everyday"", ""vacation""], ""activity"": [""walking"", ""beach"", ""casual""], ""style"": ""bohemian"", ""fit"": ""relaxed"", ""season"": [""summer"", ""spring""], ""material_feel"": ""lightweight"", ""layering"": ""base"", ""color_family"": ""neutral"", ""pattern"": ""solid"", ""closure"": ""pull_on"", ""size_range"": ""xs_xl"", ""age_group"": ""adult"", ""breathability"": ""high""}","{adult,base,beach,bohemian,casual,clothing,everyday,high,lightweight,neutral,pull_on,relaxed,solid,spring,summer,trousers,vacation,walking,warm,women,xs_xl}",Ekru Pantolon Pantolons casual bohemian warm lightweight relaxed trousers everyday vacation walking beach casual summer spring
Bordo Keten Pantolon,2499.99,Pantolons,https://www.mavi.com/bordo-keten-pantolon/p/1011267-70259,/arranged_images/0019-1011267-70259.jpg,"{""product_type"": ""clothing"", ""item_subtype"": ""trousers"", ""gender"": ""women"", ""temp_range"": ""mild"", ""wind_resistance"": false, ""waterproof"": false, ""formality"": ""smart_casual"", ""occasion"": [""everyday"", ""work""], ""activity"": [""walking"", ""office"", ""casual""], ""style"": ""classic"", ""fit"": ""relaxed"", ""season"": [""spring"", ""autumn""], ""material_feel"": ""medium"", ""layering"": ""base"", ""color_family"": ""dark"", ""pattern"": ""solid"", ""closure"": ""zip"", ""size_range"": ""xs_xl"", ""age_group"": ""adult"", ""breathability"": ""medium""}","{adult,autumn,base,casual,classic,clothing,dark,everyday,medium,mild,office,relaxed,smart_casual,solid,spring,trousers,walking,women,work,xs_xl,zip}",Bordo Keten Pantolon Pantolons smart_casual classic mild medium relaxed trousers everyday work walking office casual spring autumn
Kahverengi Pantolon,1599.99,Pantolons,https://www.mavi.com/kahverengi-pantolon/p/1011268-70219,/arranged_images/0020-1011268-70219.jpg,"{""product_type"": ""clothing"", ""item_subtype"": ""trousers"", ""gender"": ""women"", ""temp_range"": ""mild"", ""wind_resistance"": false, ""waterproof"": false, ""formality"": ""smart_casual"", ""occasion"": [""everyday"", ""work""], ""activity"": [""walking"", ""office"", ""casual""], ""style"": ""classic"", ""fit"": ""relaxed"", ""season"": [""spring"", ""autumn""], ""material_feel"": ""medium"", ""layering"": ""base"", ""color_family"": ""dark"", ""pattern"": ""solid"", ""closure"": ""zip"", ""size_range"": ""xs_xl"", ""age_group"": ""adult"", ""breathability"": ""medium""}","{adult,autumn,base,casual,classic,clothing,dark,everyday,medium,mild,office,relaxed,smart_casual,solid,spring,trousers,walking,women,work,xs_xl,zip}",Kahverengi Pantolon Pantolons smart_casual classic mild medium relaxed trousers everyday work walking office casual spring autumn
Lacivert Keten Pantolon,2499.99,Pantolons,https://www.mavi.com/lacivert-keten-pantolon/p/1011267-86952,/arranged_images/0021-1011267-86952.jpg,"{""product_type"": ""clothing"", ""item_subtype"": ""trousers"", ""gender"": ""women"", ""temp_range"": ""warm"", ""wind_resistance"": false, ""waterproof"": false, ""formality"": ""casual"", ""occasion"": [""everyday"", ""vacation""], ""activity"": [""walking"", ""beach"", ""casual""], ""style"": ""bohemian"", ""fit"": ""relaxed"", ""season"": [""summer"", ""spring""], ""material_feel"": ""lightweight"", ""layering"": ""base"", ""color_family"": ""neutral"", ""pattern"": ""solid"", ""closure"": ""pull_on"", ""size_range"": ""xs_xl"", ""age_group"": ""adult"", ""breathability"": ""high""}","{adult,base,beach,bohemian,casual,clothing,everyday,high,lightweight,neutral,pull_on,relaxed,solid,spring,summer,trousers,vacation,walking,warm,women,xs_xl}",Lacivert Keten Pantolon Pantolons casual bohemian warm lightweight relaxed trousers everyday vacation walking beach casual summer spring
New York Ekru Gabardin Pantolon,1799.99,Pantolons,https://www.mavi.com/new-york-ekru-gabardin-pantolon/p/101441-A4064,/arranged_images/0022-101441-A4064.jpg,"{""product_type"": ""clothing"", ""item_subtype"": ""trousers"", ""gender"": ""women"", ""temp_range"": ""warm"", ""wind_resistance"": false, ""waterproof"": false, ""formality"": ""casual"", ""occasion"": [""everyday"", ""outdoor""], ""activity"": [""walking"", ""casual""], ""style"": ""minimalist"", ""fit"": ""relaxed"", ""season"": [""spring"", ""summer""], ""material_feel"": ""lightweight"", ""layering"": ""base"", ""color_family"": ""earth"", ""pattern"": ""solid"", ""closure"": ""pull_on"", ""size_range"": ""xs_xl"", ""age_group"": ""adult"", ""breathability"": ""high""}","{adult,base,casual,clothing,earth,everyday,high,lightweight,minimalist,outdoor,pull_on,relaxed,solid,spring,summer,trousers,walking,warm,women,xs_xl}",New York Ekru Gabardin Pantolon Pantolons casual minimalist warm lightweight relaxed trousers everyday outdoor walking casual spring summer
Cepli Lacivert Pantolon,2299.99,Pantolons,https://www.mavi.com/cepli-lacivert-pantolon/p/1011193-85481,/arranged_images/0023-1011193-85481.jpg,"{""product_type"": ""clothing"", ""item_subtype"": ""trousers"", ""gender"": ""women"", ""temp_range"": ""cool"", ""wind_resistance"": false, ""waterproof"": false, ""formality"": ""casual"", ""occasion"": [""everyday""], ""activity"": [""walking"", ""casual""], ""style"": ""minimalist"", ""fit"": ""oversized"", ""season"": [""autumn"", ""winter""], ""material_feel"": ""medium"", ""layering"": ""base"", ""color_family"": ""dark"", ""pattern"": ""solid"", ""closure"": ""none"", ""size_range"": ""xs_xl"", ""age_group"": ""adult"", ""breathability"": ""medium""}","{adult,autumn,base,casual,clothing,cool,dark,everyday,medium,minimalist,none,oversized,solid,trousers,walking,winter,women,xs_xl}",Cepli Lacivert Pantolon Pantolons casual minimalist cool medium oversized trousers everyday walking casual autumn winter
Yeşil Pantolon,1599.99,Pantolons,https://www.mavi.com/yesil-pantolon/p/1010649-71484,/arranged_images/0024-1010649-71484.jpg,"{""product_type"": ""clothing"", ""item_subtype"": ""trousers"", ""gender"": ""women"", ""temp_range"": ""cool"", ""wind_resistance"": false, ""waterproof"": false, ""formality"": ""casual"", ""occasion"": [""everyday"", ""sport""], ""activity"": [""walking"", ""casual""], ""style"": ""streetwear"", ""fit"": ""relaxed"", ""season"": [""autumn"", ""winter""], ""material_feel"": ""medium"", ""layering"": ""base"", ""color_family"": ""dark"", ""pattern"": ""graphic"", ""closure"": ""none"", ""size_range"": ""xs_xl"", ""age_group"": ""adult"", ""breathability"": ""medium""}","{adult,autumn,base,casual,clothing,cool,dark,everyday,graphic,medium,none,relaxed,sport,streetwear,trousers,walking,winter,women,xs_xl}",Yeşil Pantolon Pantolons casual streetwear cool medium relaxed trousers everyday sport walking casual autumn winter
Ada Mavi Premium Krem Gabardin Pantolon,1399.99,Pantolons,https://www.mavi.com/ada-mavi-premium-krem-gabardin-pantolon/p/1020586447,/arranged_images/0025-1020586447.jpg,"{""product_type"": ""clothing"", ""item_subtype"": ""trousers"", ""gender"": ""women"", ""temp_range"": ""cool"", ""wind_resistance"": false, ""waterproof"": false, ""formality"": ""casual"", ""occasion"": [""everyday"", ""sport""], ""activity"": [""walking"", ""casual""], ""style"": ""streetwear"", ""fit"": ""relaxed"", ""season"": [""autumn"", ""winter""], ""material_feel"": ""medium"", ""layering"": ""base"", ""color_family"": ""neutral"", ""pattern"": ""graphic"", ""closure"": ""none"", ""size_range"": ""xs_xl"", ""age_group"": ""adult"", ""breathability"": ""medium""}","{adult,autumn,base,casual,clothing,cool,everyday,graphic,medium,neutral,none,relaxed,sport,streetwear,trousers,walking,winter,women,xs_xl}",Ada Mavi Premium Krem Gabardin Pantolon Pantolons casual streetwear cool medium relaxed trousers everyday sport walking casual autumn winter
Malibu Bej Gabardin Pantolon,1599.99,Pantolons,https://www.mavi.com/malibu-bej-gabardin-pantolon/p/1010152-91198,/arranged_images/0026-1010152-91198.jpg,"{""product_type"": ""clothing"", ""item_subtype"": ""trousers"", ""gender"": ""women"", ""temp_range"": ""cool"", ""wind_resistance"": false, ""waterproof"": false, ""formality"": ""casual"", ""occasion"": [""everyday"", ""sport""], ""activity"": [""walking"", ""casual""], ""style"": ""streetwear"", ""fit"": ""relaxed"", ""season"": [""autumn"", ""winter""], ""material_feel"": ""medium"", ""layering"": ""base"", ""color_family"": ""dark"", ""pattern"": ""graphic"", ""closure"": ""none"", ""size_range"": ""xs_xl"", ""age_group"": ""adult"", ""breathability"": ""medium""}","{adult,autumn,base,casual,clothing,cool,dark,everyday,graphic,medium,none,relaxed,sport,streetwear,trousers,walking,winter,women,xs_xl}",Malibu Bej Gabardin Pantolon Pantolons casual streetwear cool medium relaxed trousers everyday sport walking casual autumn winter
Siyah Geniş Paça Pantolon,1299.99,Pantolons,https://www.mavi.com/siyah-genis-paca-pantolon/p/1011156-900,/arranged_images/0027-1011156-900.jpg,"{""product_type"": ""clothing"", ""item_subtype"": ""trousers"", ""gender"": ""women"", ""temp_range"": ""cool"", ""wind_resistance"": false, ""waterproof"": false, ""formality"": ""casual"", ""occasion"": [""everyday"", ""sport""], ""activity"": [""walking"", ""casual""], ""style"": ""streetwear"", ""fit"": ""relaxed"", ""season"": [""autumn"", ""winter""], ""material_feel"": ""medium"", ""layering"": ""base"", ""color_family"": ""bright"", ""pattern"": ""graphic"", ""closure"": ""none"", ""size_range"": ""xs_xl"", ""age_group"": ""adult"", ""breathability"": ""medium""}","{adult,autumn,base,bright,casual,clothing,cool,everyday,graphic,medium,none,relaxed,sport,streetwear,trousers,walking,winter,women,xs_xl}",Siyah Geniş Paça Pantolon Pantolons casual streetwear cool medium relaxed trousers everyday sport walking casual autumn winter
Paloma Ekru Gabardin Pantolon,1499.99,Pantolons,https://www.mavi.com/paloma-ekru-gabardin-pantolon/p/1010114-91330,/arranged_images/0028-1010114-91330.jpg,"{""product_type"": ""clothing"", ""item_subtype"": ""trousers"", ""gender"": ""women"", ""temp_range"": ""cool"", ""wind_resistance"": false, ""waterproof"": false, ""formality"": ""casual"", ""occasion"": [""everyday""], ""activity"": [""walking"", ""casual""], ""style"": ""streetwear"", ""fit"": ""relaxed"", ""season"": [""autumn"", ""winter""], ""material_feel"": ""medium"", ""layering"": ""base"", ""color_family"": ""dark"", ""pattern"": ""graphic"", ""closure"": ""none"", ""size_range"": ""xs_xl"", ""age_group"": ""adult"", ""breathability"": ""medium""}","{adult,autumn,base,casual,clothing,cool,dark,everyday,graphic,medium,none,relaxed,streetwear,trousers,walking,winter,women,xs_xl}",Paloma Ekru Gabardin Pantolon Pantolons casual streetwear cool medium relaxed trousers everyday walking casual autumn winter
